lr,weight_decay,alpha,beta,mean_Val_AUQC,mean_AUUC,mean_AUQC,mean_Lift,mean_KRCC,mean_ATE_Err,std_Val_AUQC,std_AUUC,std_AUQC,std_Lift,std_KRCC,std_ATE_Err
0.0001,1e-05,1.0,1.0,0.8486145567123188,0.7220444288432059,0.7226748734838523,0.005327518470585347,0.11797748953877156,0.11526989936828613,0.07197484241862377,0.1317620721268636,0.13536833940468687,0.0008754796520859694,0.058216501942699894,0.14559407532215118
5e-05,1e-05,0.1,0.5,0.8447893326691913,0.7220960908248857,0.7219996676821662,0.005757819302380085,0.11362216256619125,0.04537884145975113,0.1011419318055417,0.17273114790007837,0.174842092084549,0.002864495227917382,0.06296896229285018,0.046937886625528336
5e-05,0.0,0.5,0.5,0.8355523997679679,0.7219619672346193,0.7218745694886194,0.005603567231446505,0.10751362973045128,0.04197130352258682,0.09613244468127209,0.16834727814647668,0.1700468054846665,0.0030949499988337397,0.06607197277946207,0.04180065169930458
0.0001,1e-05,0.5,1.0,0.8545417907348762,0.7209340721327979,0.7215397287044006,0.005333792325109244,0.11634001205788236,0.16051514446735382,0.07199299788029465,0.13454121789855433,0.13828850364578596,0.0009313255211360707,0.06975857483855852,0.23561584949493408
0.0001,1e-06,0.1,1.0,0.8586264617148945,0.7191773279691257,0.7199101330497513,0.005037726648151874,0.11174169078921106,0.16037991642951965,0.07676306526458071,0.1367579641011752,0.14044187369105288,0.001099796389755695,0.06590844553765618,0.24660904705524445
0.0001,0.0001,0.5,0.5,0.8263375142166189,0.7195464743563551,0.7194360832186069,0.005103785451501608,0.09545504394798306,0.04307159036397934,0.10306898920634973,0.17653396231653926,0.17873257593193662,0.002382421803467826,0.09443042620198765,0.04360587149858475
5e-05,1e-06,0.1,0.5,0.8390440404198577,0.7174617551291871,0.7174820899894774,0.0057422126643359665,0.11531567674667076,0.0431283563375473,0.1050727724764031,0.17490340111500977,0.17712505105887472,0.003324739618794515,0.06679283765665275,0.042860399931669235
0.0001,1e-05,1.0,0.5,0.8292837817832692,0.7157661314122088,0.7155264810084477,0.00533442609012127,0.10171113946013861,0.034994542598724365,0.10809176626212591,0.18740914987532806,0.1893380152856301,0.002965677446650472,0.08054699946581596,0.028618071228265762
0.0001,1e-05,0.5,0.5,0.8389563146982543,0.7137370787595279,0.7134199603594779,0.004992106929421425,0.10481137509704289,0.03653879463672638,0.10851652605211522,0.1890003701417388,0.1908452721325166,0.0037192303928024724,0.09123871526989928,0.030466169118881226
0.0001,0.0001,0.1,0.5,0.8297363609124402,0.7132664604698435,0.7132983674029604,0.004950397927314043,0.10325715105907414,0.04919981211423874,0.10501263305158921,0.19117465986416757,0.19266614134114862,0.0029613579659728702,0.060385140909869184,0.05584264546632767
